"","Human.Symbol","Homologene_ID","None","Mouse.Symbol","hg19","mm10"
"mm10_Tmem143","TMEM143",10105,"yes","Tmem143","hg19_TMEM143","mm10_Tmem143"
"mm10_Tmem144","TMEM144",41250,"yes","Tmem144","hg19_TMEM144","mm10_Tmem144"
"mm10_Tmem145","TMEM145",18333,"yes","Tmem145","hg19_TMEM145","mm10_Tmem145"
"mm10_Tmem147","TMEM147",12330,"yes","Tmem147","hg19_TMEM147","mm10_Tmem147"
"mm10_Tmem14a","TMEM14A",36341,"yes","Tmem14a","hg19_TMEM14A","mm10_Tmem14a"
"mm10_Tmem14c","TMEM14C",8540,"yes","Tmem14c","hg19_TMEM14C","mm10_Tmem14c"
"mm10_Tmem150a","TMEM150A",16378,"yes","Tmem150a","hg19_TMEM150A","mm10_Tmem150a"
"mm10_Tmem150b","TMEM150B",19603,"yes","Tmem150b","hg19_TMEM150B","mm10_Tmem150b"
"mm10_Tmem150c","TMEM150C",18818,"yes","Tmem150c","hg19_TMEM150C","mm10_Tmem150c"
"mm10_Tmem151a","TMEM151A",17721,"yes","Tmem151a","hg19_TMEM151A","mm10_Tmem151a"
"mm10_Tmem151b","TMEM151B",19365,"yes","Tmem151b","hg19_TMEM151B","mm10_Tmem151b"
"mm10_Tmem154","TMEM154",45569,"yes","Tmem154","hg19_TMEM154","mm10_Tmem154"
"mm10_Tmem156","TMEM156",49811,"yes","Tmem156","hg19_TMEM156","mm10_Tmem156"
"mm10_Tmem158","TMEM158",9141,"yes","Tmem158","hg19_TMEM158","mm10_Tmem158"
"mm10_Tmem159","TMEM159",10705,"yes","Tmem159","hg19_TMEM159","mm10_Tmem159"
"mm10_Tmem160","TMEM160",9881,"yes","Tmem160","hg19_TMEM160","mm10_Tmem160"
"mm10_Tmem161a","TMEM161A",9853,"yes","Tmem161a","hg19_TMEM161A","mm10_Tmem161a"
"mm10_Tmem161b","TMEM161B",14519,"yes","Tmem161b","hg19_TMEM161B","mm10_Tmem161b"
"mm10_Tmem163","TMEM163",12798,"yes","Tmem163","hg19_TMEM163","mm10_Tmem163"
"mm10_Tmem164","TMEM164",12985,"yes","Tmem164","hg19_TMEM164","mm10_Tmem164"
"mm10_Tmem165","TMEM165",5411,"yes","Tmem165","hg19_TMEM165","mm10_Tmem165"
"mm10_Tmem167","TMEM167A",41626,"yes","Tmem167","hg19_TMEM167A","mm10_Tmem167"
"mm10_Tmem167b","TMEM167B",10594,"yes","Tmem167b","hg19_TMEM167B","mm10_Tmem167b"
"mm10_Tmem168","TMEM168",11202,"yes","Tmem168","hg19_TMEM168","mm10_Tmem168"
"mm10_Tmem169","TMEM169",16305,"yes","Tmem169","hg19_TMEM169","mm10_Tmem169"
"mm10_Tmem17","TMEM17",17795,"yes","Tmem17","hg19_TMEM17","mm10_Tmem17"
"mm10_Tmem170","TMEM170A",12040,"yes","Tmem170","hg19_TMEM170A","mm10_Tmem170"
"mm10_Tmem170b","TMEM170B",73249,"yes","Tmem170b","hg19_TMEM170B","mm10_Tmem170b"
"mm10_Tmem171","TMEM171",18301,"yes","Tmem171","hg19_TMEM171","mm10_Tmem171"
"mm10_Tmem173","TMEM173",18868,"yes","Tmem173","hg19_TMEM173","mm10_Tmem173"
"mm10_Tmem174","TMEM174",17711,"yes","Tmem174","hg19_TMEM174","mm10_Tmem174"
"mm10_Tmem175","TMEM175",12461,"yes","Tmem175","hg19_TMEM175","mm10_Tmem175"
"mm10_Tmem176a","TMEM176A",10224,"yes","Tmem176a","hg19_TMEM176A","mm10_Tmem176a"
"mm10_Tmem176b","TMEM176B",8521,"yes","Tmem176b","hg19_TMEM176B","mm10_Tmem176b"
"mm10_Tmem177","TMEM177",12732,"yes","Tmem177","hg19_TMEM177","mm10_Tmem177"
"mm10_Tmem178","TMEM178A",12226,"yes","Tmem178","hg19_TMEM178A","mm10_Tmem178"
"mm10_Tmem178b","TMEM178B",86704,"yes","Tmem178b","hg19_TMEM178B","mm10_Tmem178b"
"mm10_Tmem179","TMEM179",16809,"yes","Tmem179","hg19_TMEM179","mm10_Tmem179"
"mm10_Tmem179b","TMEM179B",12177,"yes","Tmem179b","hg19_TMEM179B","mm10_Tmem179b"
"mm10_Tmem18","TMEM18",17675,"yes","Tmem18","hg19_TMEM18","mm10_Tmem18"
"mm10_Tmem181a","TMEM181",44787,"yes","Tmem181a","hg19_TMEM181","mm10_Tmem181a"
"mm10_Tmem182","TMEM182",44899,"yes","Tmem182","hg19_TMEM182","mm10_Tmem182"
"mm10_Tmem183a","TMEM183A",10757,"yes","Tmem183a","hg19_TMEM183A","mm10_Tmem183a"
"mm10_Tmem184a","TMEM184A",64815,"yes","Tmem184a","hg19_TMEM184A","mm10_Tmem184a"
"mm10_Tmem184b","TMEM184B",6396,"yes","Tmem184b","hg19_TMEM184B","mm10_Tmem184b"
"mm10_Tmem184c","TMEM184C",32403,"yes","Tmem184c","hg19_TMEM184C","mm10_Tmem184c"
"mm10_Tmem185a","TMEM185A",66313,"yes","Tmem185a","hg19_TMEM185A","mm10_Tmem185a"
"mm10_Tmem185b","TMEM185B",15760,"yes","Tmem185b","hg19_TMEM185B","mm10_Tmem185b"
"mm10_Tmem186","TMEM186",9129,"yes","Tmem186","hg19_TMEM186","mm10_Tmem186"
"mm10_Tmem189","TMEM189",33615,"yes","Tmem189","hg19_TMEM189","mm10_Tmem189"
"mm10_Tmem19","TMEM19",10107,"yes","Tmem19","hg19_TMEM19","mm10_Tmem19"
"mm10_Tmem190","TMEM190",44548,"yes","Tmem190","hg19_TMEM190","mm10_Tmem190"
"mm10_Tmem192","TMEM192",16751,"yes","Tmem192","hg19_TMEM192","mm10_Tmem192"
"mm10_Tmem196","TMEM196",27397,"yes","Tmem196","hg19_TMEM196","mm10_Tmem196"
"mm10_Tmem198","TMEM198",44245,"yes","Tmem198","hg19_TMEM198","mm10_Tmem198"
"mm10_Tmem198b","TMEM198B",77634,"yes","Tmem198b","hg19_TMEM198B","mm10_Tmem198b"
"mm10_Tmem199","TMEM199",45125,"yes","Tmem199","hg19_TMEM199","mm10_Tmem199"
"mm10_Tmem200a","TMEM200A",14175,"yes","Tmem200a","hg19_TMEM200A","mm10_Tmem200a"
"mm10_Tmem200b","TMEM200B",79738,"yes","Tmem200b","hg19_TMEM200B","mm10_Tmem200b"
"mm10_Tmem200c","TMEM200C",78765,"yes","Tmem200c","hg19_TMEM200C","mm10_Tmem200c"
"mm10_Tmem201","TMEM201",35319,"yes","Tmem201","hg19_TMEM201","mm10_Tmem201"
"mm10_Tmem202","TMEM202",52264,"yes","Tmem202","hg19_TMEM202","mm10_Tmem202"
"mm10_Tmem203","TMEM203",107047,"yes","Tmem203","hg19_TMEM203","mm10_Tmem203"
"mm10_Tmem204","TMEM204",36419,"yes","Tmem204","hg19_TMEM204","mm10_Tmem204"
"mm10_Tmem205","TMEM205",43895,"yes","Tmem205","hg19_TMEM205","mm10_Tmem205"
"mm10_Tmem206","TMEM206",10097,"yes","Tmem206","hg19_TMEM206","mm10_Tmem206"
"mm10_Tmem207","TMEM207",52611,"yes","Tmem207","hg19_TMEM207","mm10_Tmem207"
"mm10_Tmem208","TMEM208",40930,"yes","Tmem208","hg19_TMEM208","mm10_Tmem208"
"mm10_Tmem209","TMEM209",18021,"yes","Tmem209","hg19_TMEM209","mm10_Tmem209"
"mm10_Tmem210","TMEM210",90047,"yes","Tmem210","hg19_TMEM210","mm10_Tmem210"
"mm10_Tmem211","TMEM211",52993,"yes","Tmem211","hg19_TMEM211","mm10_Tmem211"
"mm10_Tmem212","TMEM212",28471,"yes","Tmem212","hg19_TMEM212","mm10_Tmem212"
"mm10_Tmem213","TMEM213",28553,"yes","Tmem213","hg19_TMEM213","mm10_Tmem213"
"mm10_Tmem214","TMEM214",9801,"yes","Tmem214","hg19_TMEM214","mm10_Tmem214"
"mm10_Tmem215","TMEM215",27946,"yes","Tmem215","hg19_TMEM215","mm10_Tmem215"
"mm10_Tmem216","TMEM216",9541,"yes","Tmem216","hg19_TMEM216","mm10_Tmem216"
"mm10_Tmem217","TMEM217",51671,"yes","Tmem217","hg19_TMEM217","mm10_Tmem217"
"mm10_Tmem218","TMEM218",11941,"yes","Tmem218","hg19_TMEM218","mm10_Tmem218"
"mm10_Tmem219","TMEM219",19263,"yes","Tmem219","hg19_TMEM219","mm10_Tmem219"
"mm10_Tmem220","TMEM220",18579,"yes","Tmem220","hg19_TMEM220","mm10_Tmem220"
"mm10_Tmem221","TMEM221",110174,"yes","Tmem221","hg19_TMEM221","mm10_Tmem221"
"mm10_Tmem222","TMEM222",11999,"yes","Tmem222","hg19_TMEM222","mm10_Tmem222"
"mm10_Tmem225","TMEM225",52854,"yes","Tmem225","hg19_TMEM225","mm10_Tmem225"
"mm10_Tmem229a","TMEM229A",85312,"yes","Tmem229a","hg19_TMEM229A","mm10_Tmem229a"
"mm10_Tmem229b","TMEM229B",18700,"yes","Tmem229b","hg19_TMEM229B","mm10_Tmem229b"
"mm10_Tmem230","TMEM230",8561,"yes","Tmem230","hg19_TMEM230","mm10_Tmem230"
"mm10_Tmem231","TMEM231",78035,"yes","Tmem231","hg19_TMEM231","mm10_Tmem231"
"mm10_Tmem232","TMEM232",54378,"yes","Tmem232","hg19_TMEM232","mm10_Tmem232"
"mm10_Tmem233","TMEM233",54444,"yes","Tmem233","hg19_TMEM233","mm10_Tmem233"
"mm10_Tmem234","TMEM234",41314,"yes","Tmem234","hg19_TMEM234","mm10_Tmem234"
"mm10_Tmem235","TMEM235",53069,"yes","Tmem235","hg19_TMEM235","mm10_Tmem235"
"mm10_Tmem236","TMEM236",46598,"yes","Tmem236","hg19_TMEM236","mm10_Tmem236"
"mm10_Tmem237","TMEM237",17570,"yes","Tmem237","hg19_TMEM237","mm10_Tmem237"
"mm10_Tmem238","TMEM238",47692,"yes","Tmem238","hg19_TMEM238","mm10_Tmem238"
"mm10_Tmem238l","TMEM238L",NA,"yes","Tmem238l","hg19_TMEM238L","mm10_Tmem238l"
"mm10_Tmem239","TMEM239",122214,"yes","Tmem239","hg19_TMEM239","mm10_Tmem239"
"mm10_Tmem240","TMEM240",19885,"yes","Tmem240","hg19_TMEM240","mm10_Tmem240"
"mm10_Tmem241","TMEM241",87267,"yes","Tmem241","hg19_TMEM241","mm10_Tmem241"
"mm10_Tmem242","TMEM242",44020,"yes","Tmem242","hg19_TMEM242","mm10_Tmem242"
"mm10_Tmem243","TMEM243",41561,"yes","Tmem243","hg19_TMEM243","mm10_Tmem243"
"mm10_Tmem245","TMEM245",41841,"yes","Tmem245","hg19_TMEM245","mm10_Tmem245"
"mm10_Tmem246","TMEM246",12080,"yes","Tmem246","hg19_TMEM246","mm10_Tmem246"
"mm10_Tmem247","TMEM247",54379,"yes","Tmem247","hg19_TMEM247","mm10_Tmem247"
"mm10_Tmem248","TMEM248",9951,"yes","Tmem248","hg19_TMEM248","mm10_Tmem248"
"mm10_Tmem249","TMEM249",90450,"yes","Tmem249","hg19_TMEM249","mm10_Tmem249"
"mm10_Tmem25","TMEM25",12403,"yes","Tmem25","hg19_TMEM25","mm10_Tmem25"
"mm10_Tmem250-ps","TMEM250",66992,"no","Tmem250-ps","hg19_TMEM250","mm10_Tmem250-ps"
"mm10_Tmem251","TMEM251",100948,"yes","Tmem251","hg19_TMEM251","mm10_Tmem251"
"mm10_Tmem252","TMEM252",17717,"yes","Tmem252","hg19_TMEM252","mm10_Tmem252"
"mm10_Tmem253","TMEM253",83921,"yes","Tmem253","hg19_TMEM253","mm10_Tmem253"
"mm10_Tmem254a","TMEM254",136624,"yes","Tmem254a","hg19_TMEM254","mm10_Tmem254a"
"mm10_Tmem255a","TMEM255A",9927,"yes","Tmem255a","hg19_TMEM255A","mm10_Tmem255a"
"mm10_Tmem255b","TMEM255B",18804,"yes","Tmem255b","hg19_TMEM255B","mm10_Tmem255b"
"mm10_Tmem256","TMEM256",45148,"yes","Tmem256","hg19_TMEM256","mm10_Tmem256"
"mm10_Tmem258","TMEM258",40931,"yes","Tmem258","hg19_TMEM258","mm10_Tmem258"
"mm10_Tmem259","TMEM259",14122,"yes","Tmem259","hg19_TMEM259","mm10_Tmem259"
"mm10_Tmem26","TMEM26",14428,"yes","Tmem26","hg19_TMEM26","mm10_Tmem26"
"mm10_Tmem260","TMEM260",49506,"yes","Tmem260","hg19_TMEM260","mm10_Tmem260"
"mm10_Tmem262","TMEM262",104835,"yes","Tmem262","hg19_TMEM262","mm10_Tmem262"
"mm10_Tmem263","TMEM263",17533,"yes","Tmem263","hg19_TMEM263","mm10_Tmem263"
"mm10_Tmem265","TMEM265",NA,"yes","Tmem265","hg19_TMEM265","mm10_Tmem265"
"mm10_Tmem266","TMEM266",17551,"yes","Tmem266","hg19_TMEM266","mm10_Tmem266"
"mm10_Tmem267","TMEM267",49708,"no","Tmem267","hg19_TMEM267","mm10_Tmem267"
"mm10_Tmem268","TMEM268",17005,"yes","Tmem268","hg19_TMEM268","mm10_Tmem268"
"mm10_Tmem269","TMEM269",28290,"yes","Tmem269","hg19_TMEM269","mm10_Tmem269"
"mm10_Tmem270","TMEM270",18790,"yes","Tmem270","hg19_TMEM270","mm10_Tmem270"
"mm10_Tmem273","TMEM273",78635,"yes","Tmem273","hg19_TMEM273","mm10_Tmem273"
"mm10_Tmem274","TMEM274P",NA,"yes","Tmem274","hg19_TMEM274P","mm10_Tmem274"
"mm10_6430628N08Rik","TMEM275",140565,"yes","6430628N08Rik","hg19_TMEM275","mm10_6430628N08Rik"
"mm10_Tmem30a","TMEM30A",110703,"yes","Tmem30a","hg19_TMEM30A","mm10_Tmem30a"
"mm10_Tmem30b","TMEM30B",133755,"yes","Tmem30b","hg19_TMEM30B","mm10_Tmem30b"
"mm10_Tmem30c","TMEM30CP",78138,"yes","Tmem30c","hg19_TMEM30CP","mm10_Tmem30c"
"mm10_Tmem33","TMEM33",10018,"yes","Tmem33","hg19_TMEM33","mm10_Tmem33"
"mm10_Tmem35a","TMEM35A",11008,"yes","Tmem35a","hg19_TMEM35A","mm10_Tmem35a"
"mm10_Tmem35b","TMEM35B",106612,"yes","Tmem35b","hg19_TMEM35B","mm10_Tmem35b"
"mm10_Tmem37","TMEM37",10447,"yes","Tmem37","hg19_TMEM37","mm10_Tmem37"
"mm10_Tmem38a","TMEM38A",11449,"yes","Tmem38a","hg19_TMEM38A","mm10_Tmem38a"
"mm10_Tmem38b","TMEM38B",10010,"yes","Tmem38b","hg19_TMEM38B","mm10_Tmem38b"
"mm10_Tmem39a","TMEM39A",9985,"yes","Tmem39a","hg19_TMEM39A","mm10_Tmem39a"
"mm10_Tmem39b","TMEM39B",23069,"yes","Tmem39b","hg19_TMEM39B","mm10_Tmem39b"
"mm10_Tmem40","TMEM40",10124,"yes","Tmem40","hg19_TMEM40","mm10_Tmem40"
"mm10_Tmem41a","TMEM41A",41643,"yes","Tmem41a","hg19_TMEM41A","mm10_Tmem41a"
"mm10_Tmem41b","TMEM41B",42740,"yes","Tmem41b","hg19_TMEM41B","mm10_Tmem41b"
"mm10_Tmem42","TMEM42",11917,"yes","Tmem42","hg19_TMEM42","mm10_Tmem42"
"mm10_Tmem43","TMEM43",11532,"yes","Tmem43","hg19_TMEM43","mm10_Tmem43"
"mm10_Tmem44","TMEM44",26702,"yes","Tmem44","hg19_TMEM44","mm10_Tmem44"
"mm10_Tmem45a","TMEM45A",41215,"yes","Tmem45a","hg19_TMEM45A","mm10_Tmem45a"
"mm10_Tmem45b","TMEM45B",16349,"yes","Tmem45b","hg19_TMEM45B","mm10_Tmem45b"
"mm10_Tmem47","TMEM47",41830,"yes","Tmem47","hg19_TMEM47","mm10_Tmem47"
"mm10_Tmem50a","TMEM50A",4469,"yes","Tmem50a","hg19_TMEM50A","mm10_Tmem50a"
"mm10_Tmem50b","TMEM50B",21234,"yes","Tmem50b","hg19_TMEM50B","mm10_Tmem50b"
"mm10_Tmem51","TMEM51",9966,"yes","Tmem51","hg19_TMEM51","mm10_Tmem51"
"mm10_Tmem52","TMEM52",18680,"yes","Tmem52","hg19_TMEM52","mm10_Tmem52"
"mm10_Tmem52b","TMEM52B",27407,"yes","Tmem52b","hg19_TMEM52B","mm10_Tmem52b"
"mm10_Tmem53","TMEM53",41573,"yes","Tmem53","hg19_TMEM53","mm10_Tmem53"
"mm10_Tmem54","TMEM54",11937,"yes","Tmem54","hg19_TMEM54","mm10_Tmem54"
"mm10_Tmem56","TMEM56",45107,"yes","Tmem56","hg19_TMEM56","mm10_Tmem56"
"mm10_Tmem59","TMEM59",3583,"yes","Tmem59","hg19_TMEM59","mm10_Tmem59"
"mm10_Tmem59l","TMEM59L",8104,"yes","Tmem59l","hg19_TMEM59L","mm10_Tmem59l"
"mm10_Tmem60","TMEM60",13165,"yes","Tmem60","hg19_TMEM60","mm10_Tmem60"
"mm10_Tmem61","TMEM61",52319,"yes","Tmem61","hg19_TMEM61","mm10_Tmem61"
"mm10_Tmem62","TMEM62",11801,"yes","Tmem62","hg19_TMEM62","mm10_Tmem62"
"mm10_Tmem63a","TMEM63A",101673,"yes","Tmem63a","hg19_TMEM63A","mm10_Tmem63a"
"mm10_Tmem63b","TMEM63B",101682,"yes","Tmem63b","hg19_TMEM63B","mm10_Tmem63b"
"mm10_Tmem63c","TMEM63C",33129,"yes","Tmem63c","hg19_TMEM63C","mm10_Tmem63c"
"mm10_Tmem64","TMEM64",45636,"yes","Tmem64","hg19_TMEM64","mm10_Tmem64"
"mm10_Tmem65","TMEM65",45494,"yes","Tmem65","hg19_TMEM65","mm10_Tmem65"
"mm10_Tmem67","TMEM67",71886,"yes","Tmem67","hg19_TMEM67","mm10_Tmem67"
"mm10_Tmem68","TMEM68",12440,"yes","Tmem68","hg19_TMEM68","mm10_Tmem68"
"mm10_Tmem69","TMEM69",9531,"yes","Tmem69","hg19_TMEM69","mm10_Tmem69"
"mm10_Tmem70","TMEM70",9890,"yes","Tmem70","hg19_TMEM70","mm10_Tmem70"
"mm10_Tmem71","TMEM71",51638,"yes","Tmem71","hg19_TMEM71","mm10_Tmem71"
"mm10_Tmem72","TMEM72",18704,"yes","Tmem72","hg19_TMEM72","mm10_Tmem72"
"mm10_Tmem74","TMEM74",17684,"yes","Tmem74","hg19_TMEM74","mm10_Tmem74"
"mm10_Tmem74b","TMEM74B",10148,"yes","Tmem74b","hg19_TMEM74B","mm10_Tmem74b"
"mm10_Tmem79","TMEM79",11492,"yes","Tmem79","hg19_TMEM79","mm10_Tmem79"
"mm10_Tmem80","TMEM80",23629,"yes","Tmem80","hg19_TMEM80","mm10_Tmem80"
"mm10_Tmem81","TMEM81",12579,"yes","Tmem81","hg19_TMEM81","mm10_Tmem81"
"mm10_Tmem82","TMEM82",27088,"yes","Tmem82","hg19_TMEM82","mm10_Tmem82"
"mm10_Tmem86a","TMEM86A",41679,"yes","Tmem86a","hg19_TMEM86A","mm10_Tmem86a"
"mm10_Tmem86b","TMEM86B",52159,"yes","Tmem86b","hg19_TMEM86B","mm10_Tmem86b"
"mm10_Tmem87a","TMEM87A",9165,"yes","Tmem87a","hg19_TMEM87A","mm10_Tmem87a"
"mm10_Tmem87b","TMEM87B",69513,"yes","Tmem87b","hg19_TMEM87B","mm10_Tmem87b"
"mm10_Tmem88","TMEM88",12073,"yes","Tmem88","hg19_TMEM88","mm10_Tmem88"
"mm10_Tmem88b","TMEM88B",85849,"yes","Tmem88b","hg19_TMEM88B","mm10_Tmem88b"
"mm10_Tmem89","TMEM89",52857,"yes","Tmem89","hg19_TMEM89","mm10_Tmem89"
"mm10_Tmem8","TMEM8A",10944,"yes","Tmem8","hg19_TMEM8A","mm10_Tmem8"
"mm10_Tmem8b","TMEM8B",72894,"yes","Tmem8b","hg19_TMEM8B","mm10_Tmem8b"
"mm10_Tmem9","TMEM9",9515,"yes","Tmem9","hg19_TMEM9","mm10_Tmem9"
"mm10_Tmem91","TMEM91",108152,"yes","Tmem91","hg19_TMEM91","mm10_Tmem91"
"mm10_Tmem92","TMEM92",136274,"yes","Tmem92","hg19_TMEM92","mm10_Tmem92"
"mm10_Tmem94","TMEM94",8831,"yes","Tmem94","hg19_TMEM94","mm10_Tmem94"
"mm10_Tmem95","TMEM95",77849,"yes","Tmem95","hg19_TMEM95","mm10_Tmem95"
"mm10_Tmem97","TMEM97",6443,"yes","Tmem97","hg19_TMEM97","mm10_Tmem97"
"mm10_Tmem98","TMEM98",9185,"yes","Tmem98","hg19_TMEM98","mm10_Tmem98"
"mm10_Tmem9b","TMEM9B",23191,"yes","Tmem9b","hg19_TMEM9B","mm10_Tmem9b"
"mm10_Tmf1","TMF1",133801,"yes","Tmf1","hg19_TMF1","mm10_Tmf1"
"mm10_Tmie","TMIE",17155,"yes","Tmie","hg19_TMIE","mm10_Tmie"
"mm10_Tmigd1","TMIGD1",41641,"yes","Tmigd1","hg19_TMIGD1","mm10_Tmigd1"
"mm10_Tmigd3","TMIGD3",NA,"yes","Tmigd3","hg19_TMIGD3","mm10_Tmigd3"
"mm10_Tmlhe","TMLHE",21853,"yes","Tmlhe","hg19_TMLHE","mm10_Tmlhe"
"mm10_Tmod1","TMOD1",20701,"yes","Tmod1","hg19_TMOD1","mm10_Tmod1"
"mm10_Tmod2","TMOD2",22817,"yes","Tmod2","hg19_TMOD2","mm10_Tmod2"
"mm10_Tmod3","TMOD3",8727,"yes","Tmod3","hg19_TMOD3","mm10_Tmod3"
"mm10_Tmod4","TMOD4",8355,"yes","Tmod4","hg19_TMOD4","mm10_Tmod4"
"mm10_Tmpo","TMPO",31144,"yes","Tmpo","hg19_TMPO","mm10_Tmpo"
"mm10_Tmppe","TMPPE",62675,"yes","Tmppe","hg19_TMPPE","mm10_Tmppe"
"mm10_Tmprss11a","TMPRSS11A",62723,"yes","Tmprss11a","hg19_TMPRSS11A","mm10_Tmprss11a"
"mm10_Tmprss11b","TMPRSS11B",64599,"yes","Tmprss11b","hg19_TMPRSS11B","mm10_Tmprss11b"
"mm10_Tmprss11c","TMPRSS11CP",78847,"yes","Tmprss11c","hg19_TMPRSS11CP","mm10_Tmprss11c"
"mm10_Tmprss11d","TMPRSS11D",74519,"yes","Tmprss11d","hg19_TMPRSS11D","mm10_Tmprss11d"
"mm10_Tmprss11e","TMPRSS11E",8543,"yes","Tmprss11e","hg19_TMPRSS11E","mm10_Tmprss11e"
"mm10_Tmprss11f","TMPRSS11F",65356,"yes","Tmprss11f","hg19_TMPRSS11F","mm10_Tmprss11f"
"mm10_Tmprss11g","TMPRSS11GP",82239,"yes","Tmprss11g","hg19_TMPRSS11GP","mm10_Tmprss11g"
"mm10_Tmprss12","TMPRSS12",16598,"yes","Tmprss12","hg19_TMPRSS12","mm10_Tmprss12"
"mm10_Tmprss13","TMPRSS13",12936,"yes","Tmprss13","hg19_TMPRSS13","mm10_Tmprss13"
"mm10_Tmprss15","TMPRSS15",2075,"yes","Tmprss15","hg19_TMPRSS15","mm10_Tmprss15"
"mm10_Tmprss2","TMPRSS2",4136,"yes","Tmprss2","hg19_TMPRSS2","mm10_Tmprss2"
"mm10_Tmprss3","TMPRSS3",56985,"yes","Tmprss3","hg19_TMPRSS3","mm10_Tmprss3"
"mm10_Tmprss4","TMPRSS4",80930,"yes","Tmprss4","hg19_TMPRSS4","mm10_Tmprss4"
"mm10_Tmprss5","TMPRSS5",69471,"yes","Tmprss5","hg19_TMPRSS5","mm10_Tmprss5"
"mm10_Tmprss6","TMPRSS6",12408,"yes","Tmprss6","hg19_TMPRSS6","mm10_Tmprss6"
"mm10_Tmprss7","TMPRSS7",18178,"yes","Tmprss7","hg19_TMPRSS7","mm10_Tmprss7"
"mm10_Tmprss9","TMPRSS9",115302,"yes","Tmprss9","hg19_TMPRSS9","mm10_Tmprss9"
"mm10_Tmsb10","TMSB10",116060,"yes","Tmsb10","hg19_TMSB10","mm10_Tmsb10"
"mm10_Tmsb15a","TMSB15A",116060,"yes","Tmsb15a","hg19_TMSB15A","mm10_Tmsb15a"
"mm10_Tmsb15b1","TMSB15B",NA,"yes","Tmsb15b1","hg19_TMSB15B","mm10_Tmsb15b1"
"mm10_Tmsb4x","TMSB4X",116060,"yes","Tmsb4x","hg19_TMSB4X","mm10_Tmsb4x"
"mm10_Tmtc1","TMTC1",65299,"yes","Tmtc1","hg19_TMTC1","mm10_Tmtc1"
"mm10_Tmtc2","TMTC2",25521,"yes","Tmtc2","hg19_TMTC2","mm10_Tmtc2"
"mm10_Tmtc3","TMTC3",27616,"yes","Tmtc3","hg19_TMTC3","mm10_Tmtc3"
"mm10_Tmtc4","TMTC4",32796,"yes","Tmtc4","hg19_TMTC4","mm10_Tmtc4"
"mm10_Tmub1","TMUB1",11187,"yes","Tmub1","hg19_TMUB1","mm10_Tmub1"
"mm10_Tmub2","TMUB2",18581,"yes","Tmub2","hg19_TMUB2","mm10_Tmub2"
"mm10_Tmx1","TMX1",12482,"yes","Tmx1","hg19_TMX1","mm10_Tmx1"
"mm10_Tmx2","TMX2",9317,"yes","Tmx2","hg19_TMX2","mm10_Tmx2"
"mm10_Tmx3","TMX3",10381,"yes","Tmx3","hg19_TMX3","mm10_Tmx3"
"mm10_Tmx4","TMX4",10901,"yes","Tmx4","hg19_TMX4","mm10_Tmx4"
"mm10_Tnc","TNC",55636,"yes","Tnc","hg19_TNC","mm10_Tnc"
"mm10_Tnf","TNF",496,"yes","Tnf","hg19_TNF","mm10_Tnf"
"mm10_Tnfaip1","TNFAIP1",22519,"yes","Tnfaip1","hg19_TNFAIP1","mm10_Tnfaip1"
"mm10_Tnfaip2","TNFAIP2",4583,"yes","Tnfaip2","hg19_TNFAIP2","mm10_Tnfaip2"
"mm10_Tnfaip3","TNFAIP3",4582,"yes","Tnfaip3","hg19_TNFAIP3","mm10_Tnfaip3"
"mm10_Tnfaip6","TNFAIP6",5162,"yes","Tnfaip6","hg19_TNFAIP6","mm10_Tnfaip6"
"mm10_Tnfaip8","TNFAIP8",8649,"yes","Tnfaip8","hg19_TNFAIP8","mm10_Tnfaip8"
"mm10_Tnfaip8l1","TNFAIP8L1",23547,"yes","Tnfaip8l1","hg19_TNFAIP8L1","mm10_Tnfaip8l1"
"mm10_Tnfaip8l2","TNFAIP8L2",56998,"yes","Tnfaip8l2","hg19_TNFAIP8L2","mm10_Tnfaip8l2"
"mm10_Tnfaip8l3","TNFAIP8L3",19480,"yes","Tnfaip8l3","hg19_TNFAIP8L3","mm10_Tnfaip8l3"
"mm10_Tnfrsf10b","TNFRSF10B",129806,"yes","Tnfrsf10b","hg19_TNFRSF10B","mm10_Tnfrsf10b"
"mm10_Tnfrsf11a","TNFRSF11A",2848,"yes","Tnfrsf11a","hg19_TNFRSF11A","mm10_Tnfrsf11a"
"mm10_Tnfrsf11b","TNFRSF11B",1912,"yes","Tnfrsf11b","hg19_TNFRSF11B","mm10_Tnfrsf11b"
"mm10_Tnfrsf12a","TNFRSF12A",8451,"yes","Tnfrsf12a","hg19_TNFRSF12A","mm10_Tnfrsf12a"
"mm10_Tnfrsf13b","TNFRSF13B",49320,"yes","Tnfrsf13b","hg19_TNFRSF13B","mm10_Tnfrsf13b"
"mm10_Tnfrsf13c","TNFRSF13C",49897,"yes","Tnfrsf13c","hg19_TNFRSF13C","mm10_Tnfrsf13c"
"mm10_Tnfrsf14","TNFRSF14",2833,"yes","Tnfrsf14","hg19_TNFRSF14","mm10_Tnfrsf14"
"mm10_Tnfrsf17","TNFRSF17",920,"yes","Tnfrsf17","hg19_TNFRSF17","mm10_Tnfrsf17"
"mm10_Tnfrsf18","TNFRSF18",48270,"yes","Tnfrsf18","hg19_TNFRSF18","mm10_Tnfrsf18"
"mm10_Tnfrsf19","TNFRSF19",8481,"yes","Tnfrsf19","hg19_TNFRSF19","mm10_Tnfrsf19"
